NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Distinct Opioid Count,Opioid Claim Count,Percent Opioid Claims
1760554729,SWENBY,BETSY,064372606,CT,Optometry,39,0,0,0%
1447336474,SWENBY,CHRISTIAN,064372606,CT,Optometry,89,0,0,0%
1134223654,SWENSON,JENNIFER,064433445,CT,Family Practice,6334,6,184,2.9%
1457335432,SWIGART,CARRIE,06519,CT,Hand Surgery,24,0,0,0%
1013958057,SWORDS,ROBERT,061121260,CT,Psychiatry & Neurology,698,1,11,1.58%
1114950607,SYED,AMAN,063204906,CT,Dentist,161,0,0,0%
1104072370,SYED,MUHAMMAD,065103220,CT,Internal Medicine,21,0,0,0%
1629332549,SYED,BEENISH,060300001,CT,Psychiatry & Neurology,31,0,0,0%
1447699160,SYED,ZEBA,066041303,CT,Student in an Organized Health Care Education/Training Program,54,0,0,0%
1760647176,SYED,SAMEER,06492,CT,Internal Medicine,179,0,0,0%
1801199203,SYED,ZEBA,064103615,CT,Internal Medicine,457,0,0,0%
1821180605,SYED,NAIMET,06033,CT,Psychiatry,2582,2,89,3.45%
1689800211,SYED,NADYA,065114549,CT,Dentist,25,0,0,0%
1699102251,SYED,SHAKIL,063203414,CT,Dentist,17,0,0,0%
1275601734,SYLVESTER,KATI,065114405,CT,Physician Assistant,149,1,15,10.07%
1649219551,SYOMBATHY,VIRGINIA,06518,CT,Nurse Practitioner,409,4,96,23.47%
1003104639,SYWAK,MICHAEL,067082613,CT,Student in an Organized Health Care Education/Training Program,39,1,17,43.59%
1992729040,SZABO,RONALD,060023088,CT,Internal Medicine,9978,4,289,2.9%
1669714051,SZABO,FELIX,068106099,CT,Student in an Organized Health Care Education/Training Program,35,0,0,0%
1174620140,SZAFAREK,BERNICE,06237,CT,Dentist,34,0,0,0%
1366409450,SZAKACS,GAIL,06897,CT,Internal Medicine,33,0,0,0%
1629303557,SZCUREK,LAURA,06268,CT,Nurse Practitioner,441,0,0,0%
1487096129,SZCZEPANCZYK,PAULA,060321956,CT,Student in an Organized Health Care Education/Training Program,61,0,0,0%
1912011487,SZCZEPANSKI,RAYMOND,064773200,CT,Optometry,19,0,0,0%
1689656613,SZCZEPANSKI,ANDREW,060981140,CT,Internal Medicine,7394,9,368,4.98%
1871576082,SZE,GORDON,065103220,CT,Diagnostic Radiology,29,0,0,0%
1790767432,SZEKELY,ANNA,065191369,CT,Neurology,51,0,0,0%
1184783631,SZEPS,TARA,061051208,CT,Nurse Practitioner,128,0,0,0%
1326390030,SZERSZEN,MARTA,061051770,CT,Physician Assistant,169,0,0,0%
1245317254,SZETO,MARJORIE,06880,CT,Obstetrics/Gynecology,45,0,0,0%
1578540043,SZILAGYI,RALPH,06880,CT,Maxillofacial Surgery,63,1,16,25.4%
1073757340,SZLEZAK,CHRISTOPHER,065103220,CT,Emergency Medicine,63,1,12,19.05%
1073501748,SZNOL,MARIO,065191369,CT,Medical Oncology,60,0,0,0%
1730408535,SZUTOWSKA,MAGDALENA,063204956,CT,Obstetrics/Gynecology,20,0,0,0%
1619975612,SZYDLO,JON,061065501,CT,Physician Assistant,1038,4,109,10.5%
1457353005,TABAKA,MARK,060105161,CT,Physician Assistant,231,0,0,0%
1972596997,TABAKA,DANIELLE,064414479,CT,Physician Assistant,133,0,0,0%
1700032471,TABIRI,COLLINS,065114405,CT,Internal Medicine,15,0,0,0%
1306038674,TABOADA,RICARDO,061072434,CT,Anesthesiology,1157,14,803,69.4%
1447586516,TABOADA,SUSAN,061025037,CT,Nurse Practitioner,11,0,0,0%
1346532124,TACKETT,JOHN,06510,CT,Student in an Organized Health Care Education/Training Program,13,0,0,0%
1467673087,TADDEI,TAMAR,065208019,CT,Gastroenterology,78,0,0,0%
1558358523,TADDEO,ROBERT,060513916,CT,Internal Medicine,10139,7,217,2.14%
1457525107,TADROS,MICHEAL,060300001,CT,Student in an Organized Health Care Education/Training Program,19,0,0,0%
1821119843,TAGAN CONROY,WENDY,064801859,CT,Nurse Practitioner,2011,2,38,1.89%
1306979851,TAGBO,AUSTIN,062262041,CT,Internal Medicine,205,0,0,0%
1104850890,TAGGART,BLAKE,064372629,CT,Neuropsychiatry,53,0,0,0%
1376568535,TAGLIARINI,JAMES,068105634,CT,Dentist,21,0,0,0%
1568453942,TAHIR,NAEEM,063851234,CT,Hematology/Oncology,1094,6,183,16.73%
1528260197,TAI,RAFIQUE,069011818,CT,Psychiatry,476,0,0,0%
1649275462,TAIKOWSKI,RICHARD,068246016,CT,Cardiology,4595,0,0,0%
1205187283,TAKACS,VICTORIA,065103220,CT,Physician Assistant,19,0,0,0%
1295756039,TAKAHASHI,JEFFREY,064573654,CT,Diagnostic Radiology,24,0,0,0%
1790071389,TAKAHASHI,JEREMY,065103222,CT,Physician Assistant,98,1,13,13.27%
1518100528,TAKAYASU,KATHERINE,069022687,CT,Family Practice,13,0,0,0%
1699796441,TAKIFF,JEROME,06790,CT,Internal Medicine,2736,0,0,0%
1649532516,TAKOS,JEFFERY,060321994,CT,Student in an Organized Health Care Education/Training Program,106,0,0,0%
1205949369,TAKOUDES,THOMAS,064732304,CT,Otolaryngology,412,0,0,0%
1558527424,TAKYAR,SEYEDTAGHI,065191304,CT,Pulmonary Disease,61,0,0,0%
1508161969,TALATI,MISTI,061082406,CT,Physician Assistant,413,3,110,26.63%
1235441890,TALATI,LISA,060664841,CT,Family Practice,328,0,0,0%
1952499733,TALAVERA-BRIGGS,AMARILIS,063204700,CT,Psychiatry,99,0,0,0%
1841345428,TALBOT,JAMES,068404523,CT,Ophthalmology,552,0,0,0%
1730310798,TALIERCIO,JOSEPH,061062528,CT,Nurse Practitioner,572,0,0,0%
1063424166,TALLAPUREDDY,SREEDHAR,06042,CT,Obstetrics/Gynecology,88,0,0,0%
1669642799,TALLAPUREDDY,SAMEERA,061062528,CT,Endocrinology,251,0,0,0%
1467470740,TALLAPUREDDY,SATYARANI,061052363,CT,Internal Medicine,15710,9,406,2.58%
1528065513,TALLEY,SANDRA,065112668,CT,Nurse Practitioner,46,0,0,0%
1285624809,TALLY,KEVIN,061065501,CT,Cardiology,3003,0,0,0%
1346579885,TALOLE,KIRTI,060306220,CT,Internal Medicine,19,0,0,0%
1942464276,TALSANIA,ASHITA,06790,CT,Student in an Organized Health Care Education/Training Program,152,0,0,0%
1639152721,TALWALKAR,JAIDEEP,065103220,CT,Internal Medicine,1019,6,96,9.42%
1134329436,TAMASDAN,CRISTINA,066064201,CT,Internal Medicine,190,5,87,45.79%
1760558811,TAMERIN,JOHN,068313137,CT,Psychiatry & Neurology,16,0,0,0%
1992927503,TAMRAZI,ANOBEL,068304608,CT,Diagnostic Radiology,16,0,0,0%
1033277868,TAMUCCI,JEFFREY,06851,CT,Dentist,19,0,0,0%
1366545469,TAMURA,ROSE,06810,CT,Obstetrics/Gynecology,282,0,0,0%
1801810668,TAN,SHARON,061071972,CT,Geriatric Medicine,3122,2,43,1.38%
1093070948,TANAKA,CARISSA,064515119,CT,Dentist,17,0,0,0%
1437582129,TANDON,SURAJ,066064201,CT,Student in an Organized Health Care Education/Training Program,31,0,0,0%
1679593818,TANDON,SAPNA,06824,CT,Obstetrics/Gynecology,150,0,0,0%
1972707040,TANDON,RAJNISH,061051549,CT,General Surgery,91,3,43,47.25%
1417985946,TANDON,PRIYA,064151128,CT,Internal Medicine,4706,3,86,1.83%
1124149422,TANDON,RAJULA,064053402,CT,Dentist,16,0,0,0%
1174504856,TANDON,MANISH,06102,CT,General Surgery,15,0,0,0%
1013160167,TANDY,BRUCE,060664784,CT,Dentist,17,0,0,0%
1386990166,TANEJA,MANSI,065103220,CT,Student in an Organized Health Care Education/Training Program,28,0,0,0%
1437257003,TANEJA,ANSHU,065048900,CT,Internal Medicine,661,0,0,0%
1134101306,TANGARORANG,GLENDO,061065501,CT,Internal Medicine,10106,8,330,3.27%
1629041728,TANKSLEY,RADFORD,063606459,CT,Dermatology,726,0,0,0%
1659377471,TANNENBAUM,LAWRENCE,067702836,CT,Dentist,32,0,0,0%
1447257704,TANNENBAUM,SUSAN,060300001,CT,Hematology/Oncology,529,2,29,5.48%
1114233996,TANNER,STEVEN,061071011,CT,Obstetrics/Gynecology,27,0,0,0%
1386750131,TANNER,VIVIAN,060671801,CT,Nurse Practitioner,149,0,0,0%
1538143052,TANOUE,LYNN,065191304,CT,Pulmonary Disease,669,1,14,2.09%
1356380232,TANSINO,GARY,064512121,CT,Hematology/Oncology,620,1,11,1.77%
1104026293,TANTORSKI,GAIL,066064201,CT,Physician Assistant,19,0,0,0%
1306995766,TANTRI,AVINASH,060391214,CT,Ophthalmology,655,0,0,0%
1447329909,TANZILLID,JOHN,066145333,CT,Dentist,22,0,0,0%
1811903230,TAPPER,KRISTIE,064151022,CT,Nurse Practitioner,578,1,18,3.11%
1912947342,TARA,HAROLD,06511,CT,Medical Oncology,985,6,252,25.58%
1871694562,TARABAN,IRINA,068504004,CT,Neurology,776,0,0,0%
1730358052,TARABAR,KENAN,065048900,CT,Emergency Medicine,63,0,0,0%
1790766368,TARABAR,ASIM,065103220,CT,Emergency Medicine,27,0,0,0%
1689781403,TARABISHY,RAMSEY,063741600,CT,Ophthalmology,441,0,0,0%
1508852526,TARANTINO,ARTHUR,061065501,CT,Urology,2265,1,14,0.62%
1144331521,TARASKEVICH,DAVID,064504407,CT,Family Practice,11269,2,35,0.31%
1932304490,TARASUK,WILLIAM,067082942,CT,Dentist,119,0,0,0%
1245248772,TARBELL,KAREN,067765528,CT,Pediatric Medicine,1953,1,14,0.72%
1538170980,TARDIF,DANIEL,06040,CT,Internal Medicine,9778,8,355,3.63%
1518117886,TARDIF,DANIELLE,060404131,CT,Physician Assistant,243,3,59,24.28%
1770845398,TARIKU,IYERUS,060321956,CT,Student in an Organized Health Care Education/Training Program,174,0,0,0%
1578903134,TARIQ,UMAR,067082613,CT,Student in an Organized Health Care Education/Training Program,15,0,0,0%
1194016899,TARIQ,SANA,064432535,CT,Dentist,34,0,0,0%
1538264767,TARKA,EDWARD,063602160,CT,Podiatry,91,0,0,0%
1902848609,TARKHAN,ISMAIL,064604633,CT,Internal Medicine,2013,1,17,0.84%
1336306778,TARKINGTON,LINDSAY,064471448,CT,Physician Assistant,553,1,20,3.62%
1457486706,TARTAGNI,JOSEPH,065164310,CT,Dentist,43,1,13,30.23%
1518259175,TARTARONE,THERESA,064884237,CT,Internal Medicine,12,0,0,0%
1518217231,TASHAKORI,DANIELLE,068246016,CT,Physician Assistant,71,0,0,0%
1871606608,TATOIAN,ROBERT,060823858,CT,Podiatry,69,0,0,0%
1578577870,TAUBER,JENNIFER,068011846,CT,Podiatry,133,0,0,0%
1902042732,"TAUBER, M.D.",JAMES,06067,CT,General Practice,30,0,0,0%
1811936461,TAUBIN,HOWARD,066144980,CT,Gastroenterology,661,0,0,0%
1003915778,TAURO,JOHN,063602247,CT,Neurology,855,1,49,5.73%
1477882223,TAVERAS,ANA,06511,CT,Internal Medicine,391,0,0,0%
1447282223,TAWEH,ZIED,068105954,CT,Internal Medicine,6865,3,109,1.59%
1184919045,TAWK,DANY,068113625,CT,Dentist,35,0,0,0%
1164420337,TAXEL,PAMELA,060300001,CT,Endocrinology,264,0,0,0%
1720297195,TAYLOR,JEAN,061071750,CT,Nurse Practitioner,226,0,0,0%
1700148962,TAYLOR,JENNIFER,061065018,CT,Student in an Organized Health Care Education/Training Program,214,0,0,0%
1790766525,TAYLOR,MARK,065183691,CT,Gastroenterology,1093,0,0,0%
1780730739,TAYLOR,K,063603407,CT,Specialist,18,0,0,0%
1740377050,TAYLOR,GINGER,067762507,CT,Nurse Practitioner,38,0,0,0%
1568745479,TAYLOR,KATHERINE,06001,CT,Nurse Practitioner,144,0,0,0%
1548292188,TAYLOR,GLENN,067083346,CT,Orthopedic Surgery,39,1,11,28.21%
1518276302,TAYLOR,CHIZORO,068104063,CT,Physician Assistant,796,0,0,0%
1003813940,TAYLOR,JOHN,060300001,CT,Urology,408,0,0,0%
1427075092,TAYLOR,MICHELLE,064922400,CT,Obstetrics/Gynecology,101,0,0,0%
1386854107,TAYLOR,LAINE,065191124,CT,Neuropsychiatry,203,0,0,0%
1326022153,TAYLOR,HUGH,065116100,CT,Obstetrics/Gynecology,97,0,0,0%
1194917880,TAYLOR,RICHARD,065191361,CT,Emergency Medicine,69,0,0,0%
1235220963,TAYLOR,LINDA,06032,CT,Obstetrics/Gynecology,349,0,0,0%
1104837483,TAYLOR,STACY,067903060,CT,Family Practice,5896,9,397,6.73%
1104860642,TAYLOR,JENNIFER,062481553,CT,Nurse Practitioner,2175,7,182,8.37%
1134247364,TAYLOR,KEVIN,066041359,CT,Dentist,57,0,0,0%
1790744795,TCHAKMAKJIAN,LEVON,066102811,CT,Internal Medicine,152,0,0,0%
1316918089,TE,VICTORIO,062261225,CT,Internal Medicine,8887,8,300,3.38%
1629210299,TEBA,CATALINA,065131963,CT,Internal Medicine,33,0,0,0%
1710312533,TEBO,MARY,062682260,CT,Nurse Practitioner,101,0,0,0%
1447354030,TEC,LEON,06880,CT,Psychiatry,11,0,0,0%
1609146778,TEDESCO,ROBIN,06105,CT,Physician Assistant,36,0,0,0%
1558426478,TEEKING,DENNIS,064701408,CT,Dentist,45,0,0,0%
1215922380,TEIG,DONALD,068774069,CT,Optometry,38,0,0,0%
1245343672,TEIGER,MICHAEL,061172515,CT,Pulmonary Disease,1708,4,104,6.09%
1255679064,TEITELBAUM,JASON,06606,CT,Internal Medicine,90,0,0,0%
1699008326,TEITELBAUM,CAREN,061063310,CT,Psychiatry,106,0,0,0%
1316200785,TEITELL,RICHARD,068245913,CT,Emergency Medicine,134,2,26,19.4%
1275816597,TEIXEIRA,MEGAN,065103220,CT,Physician Assistant,49,0,0,0%
1376701565,TEJADA,THOR,060300001,CT,Internal Medicine,67,0,0,0%
1427345057,TEJADA,RODOLFO,060300001,CT,Student in an Organized Health Care Education/Training Program,19,0,0,0%
1801104559,TEJADA,JOHN PATRICK,060301235,CT,Student in an Organized Health Care Education/Training Program,75,0,0,0%
1699909937,TEJANI,NABYL,065116662,CT,Student in an Organized Health Care Education/Training Program,97,0,0,0%
1396848453,TEJEDA,MARCIA,06708,CT,Obstetrics/Gynecology,136,0,0,0%
1831312552,TEK,ECE,065191233,CT,Psychiatry & Neurology,1157,0,0,0%
1134265044,TEK,CENK,06519,CT,Psychiatry,1095,0,0,0%
1952589285,TELEB,MOHAMED,064507164,CT,Podiatry,380,0,0,0%
1023125523,TELESFORD,LOUIS,065183539,CT,Internal Medicine,3406,2,106,3.11%
1679736169,TELLECHEA,CRISTINA,064164401,CT,Family Practice,1158,1,12,1.04%
1154319416,TELLO,ENRIQUE,065183271,CT,Psychiatry,1203,0,0,0%
1821291675,TELTSER,ROBERT,068802425,CT,Internal Medicine,3736,2,23,0.62%
1093920803,TEMPLE,KENNETH,068072613,CT,Dentist,20,0,0,0%
1578567806,TENDLER,DAWN,068105954,CT,CRNA,42,0,0,0%
1689680571,TENENBAUM,CRAIG,068106099,CT,Emergency Medicine,77,1,17,22.08%
1689702375,TENENBAUM,STEVEN,068104087,CT,Clinic/Center,12,0,0,0%
1386841666,TENG,CHRISTOPHER,065102715,CT,Ophthalmology,2819,0,0,0%
1609888668,TENICKI,PETER,069023628,CT,Internal Medicine,126,0,0,0%
1265676795,TENNY,CLAIRE,065116624,CT,Psychiatry,239,0,0,0%
1902991276,TEPLER,ISIDORE,069023628,CT,Hematology/Oncology,389,0,0,0%
1902829542,TEPPER,JEFFREY,060851277,CT,Dentist,47,0,0,0%
1598942468,TERCIUS,ALIX,06032,CT,Cardiology,149,0,0,0%
1922001940,TERENZI,THOMAS,061051719,CT,Rheumatology,2017,5,244,12.1%
1336130459,TERP,MICHAEL,061051719,CT,Physician Assistant,67,0,0,0%
1972630010,TERRANOVA,GEORGE,063204700,CT,Emergency Medicine,30,0,0,0%
1710206339,TERRONE ROEHR,JESSICA,064801836,CT,Family Practice,986,0,0,0%
1659663334,TERSKIY,ALEXANDRA,065103220,CT,Student in an Organized Health Care Education/Training Program,24,0,0,0%
1154450450,TESLUK,CATHERINE,065101103,CT,Psychiatry & Neurology,259,0,0,0%
1962845917,TESLYA,PAVEL,068304608,CT,Student in an Organized Health Care Education/Training Program,109,0,0,0%
1154388361,TESORO,MICHAEL,060692415,CT,Obstetrics/Gynecology,14,0,0,0%
1417005000,TESSEMA,BELACHEW,06115,CT,Otolaryngology,376,0,0,0%
1588747216,TESSER,DAVID,06820,CT,Dentist,24,0,0,0%
1386750735,TESSLER,AARON,06437,CT,Psychiatry,905,0,0,0%
1609835735,TESTA,JOHN,06712,CT,Internal Medicine,4975,6,171,3.44%
1609807270,TESTA-CASINO,CAROLYN,069022594,CT,Physical Medicine and Rehabilitation,176,1,12,6.82%
1588729750,TESTANI,JEFFREY,065102716,CT,Cardiology,21,0,0,0%
1245527993,TESTO,KIMBERLY,066116337,CT,Nurse Practitioner,534,5,88,16.48%
1003841321,TETRAULT,JEANETTE,065115991,CT,Internal Medicine,737,6,128,17.37%
1568576577,TETREAULT,ALFRED,06880,CT,Dentist,11,0,0,0%
1003045675,THACKER,SEJAL,06107,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1477518116,THADDEUS W BARTLES OD PC,,060103962,CT,Optometry,16,0,0,0%
1508028549,THAKORE,VIHANGI,060300001,CT,Student in an Organized Health Care Education/Training Program,49,0,0,0%
1689724023,THAKUR,KISHORE,061183579,CT,General Practice,359,1,11,3.06%
1962834671,THAKUR,VINAYAK,065103220,CT,Student in an Organized Health Care Education/Training Program,66,0,0,0%
1689727109,THAL,WALTER,060521396,CT,Dentist,18,0,0,0%
1053362301,THALER,KLAUS,068503852,CT,General Surgery,11,0,0,0%
1093746935,THALODY,THOMAS,060403863,CT,Dentist,35,0,0,0%
1215187919,THAM,EDWARD,065191361,CT,Emergency Medicine,108,1,14,12.96%
1093940843,THAMPY,UNNIKRISHNAN,065114405,CT,Internal Medicine,41,0,0,0%
1972717395,THANDE,NJERI,065191304,CT,Internal Medicine,340,0,0,0%
1477572303,THANGADA,VENUGOPAL,062410839,CT,Psychiatry,129,0,0,0%
1659307106,THANKAPPAN,KUNJATHAN,067061109,CT,Psychiatry,370,0,0,0%
1790091627,THAPA,MONA,065115991,CT,Psychiatry & Neurology,173,0,0,0%
1750312955,THAU,STEVEN,069023633,CT,Pulmonary Disease,565,0,0,0%
1295878569,THAYER,KATHLEEN,067906679,CT,Nurse Practitioner,1291,0,0,0%
1942293956,THAYER,JOHN,061051770,CT,Cardiac Surgery,92,0,0,0%
1851605638,THENTU,JYOTHI,065103220,CT,Internal Medicine,172,0,0,0%
1982616074,THEODOS,LOUIS,068106162,CT,Oral Surgery (dentists only),114,2,27,23.68%
1851647820,THERIAULT,TANYA,06052,CT,Nurse Practitioner,311,0,0,0%
1548312440,THERIAULT,HEATHER,06489,CT,Optometry,43,0,0,0%
1104953413,THIBAULT,DAVID,069024504,CT,Dentist,19,0,0,0%
1710319793,THIBAULT,BIANCA,061051208,CT,Physician Assistant,12,0,0,0%
1659324515,THIBAULT,MICHAEL,06811,CT,Physician Assistant,448,0,0,0%
1285963959,THIBODEAU,SARAH,060404145,CT,Nurse Practitioner,669,0,0,0%
1215962139,THIELMAN,MARY,061025037,CT,Nurse Practitioner,75,0,0,0%
1467771055,THIESSEN,CARRIE,065103220,CT,Student in an Organized Health Care Education/Training Program,14,0,0,0%
1336180314,THIMINEUR,MARK,06418,CT,Interventional Pain Management,4615,18,2476,53.65%
1851371454,THIMONS,JOSEPH,06825,CT,Optometry,1187,0,0,0%
1639433832,THIRUVENGADAM,SUDHA,064181326,CT,Student in an Organized Health Care Education/Training Program,89,0,0,0%
1265664502,THOBANI,AZZRAH,066061802,CT,Optometry,31,0,0,0%
1093726192,THOMAS,SUSANNA,064754405,CT,Family Practice,4929,7,275,5.58%
1063633691,THOMAS,JAMES,068245340,CT,Physician Assistant,89,2,42,47.19%
1386670180,THOMAS,CAROLE,060522016,CT,Physician Assistant,319,4,100,31.35%
1386801546,THOMAS,SHEEJA,065191362,CT,Emergency Medicine,64,0,0,0%
1285821603,THOMAS,CYBILL,067082507,CT,Nurse Practitioner,689,0,0,0%
1043511454,THOMAS,NATASHA,060673576,CT,Nurse Practitioner,66,0,0,0%
1972651024,THOMAS,JOHN,066063618,CT,Dentist,46,0,0,0%
1972635464,THOMAS,LEONORA,061062528,CT,Nurse Practitioner,1698,0,0,0%
1922253483,THOMAS,SARAH,067052604,CT,Nurse Practitioner,866,4,63,7.27%
1881623221,THOMAS,RENEY,067061221,CT,Physician Assistant,12,0,0,0%
1871936534,THOMAS,REENA,069022419,CT,Student in an Organized Health Care Education/Training Program,84,0,0,0%
1881969194,THOMAS,JOHN,067082613,CT,Student in an Organized Health Care Education/Training Program,112,0,0,0%
1841584026,THOMAS,AISWARYA,068107832,CT,Internal Medicine,238,0,0,0%
1538183579,THOMAS,LYNN,063742061,CT,Obstetrics/Gynecology,88,0,0,0%
1437595121,THOMAS,DANIEL,065103220,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1619104213,THOMAS,TINA,060321956,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1568543429,THOMAS,MATHEW,06062,CT,Internal Medicine,468,0,0,0%
1720074693,THOMAS,NEZBILE,066061407,CT,Nurse Practitioner,128,0,0,0%
1649290289,THOMAS,ERIC,064573656,CT,Dermatology,378,0,0,0%
1679832802,THOMAS,ANTONIO,060302015,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1659714905,THOMAS,CARA,069023628,CT,Student in an Organized Health Care Education/Training Program,36,0,0,0%
1811924665,THOMAS,BYRON,068106148,CT,Family Practice,7225,6,159,2.2%
1811218894,THOMAS,DAVID,061025037,CT,Emergency Medicine,70,0,0,0%
1780918599,THOMAS,NANNETTE,06520,CT,Nurse Practitioner,65,0,0,0%
1366406662,THOMAS-JACKSON,WILHELMINA,066102811,CT,Certified Nurse Midwife,52,0,0,0%
1881980530,THOMEN,SARAH,060692095,CT,Nurse Practitioner,652,8,316,48.47%
1598705832,THOMPSEN,JEFFREY,060823888,CT,Cardiology,3479,0,0,0%
1255573424,THOMPSON,SARA,061065501,CT,Nurse Practitioner,100,0,0,0%
1285859694,THOMPSON,JANICE,065163774,CT,Nurse Practitioner,631,0,0,0%
1306928445,THOMPSON,JAMES,068504004,CT,Neurology,2401,2,24,1%
1316388077,THOMPSON,JACLYN,065103220,CT,Physician Assistant,11,0,0,0%
1396096756,THOMPSON,JESSICA,065133733,CT,Nurse Practitioner,50,0,0,0%
1073692950,THOMPSON,JENNIFER,06482,CT,Licensed Clinical Social Worker,12,0,0,0%
1942483490,THOMPSON,JOHN,065103220,CT,Physician Assistant,148,0,0,0%
1942208202,THOMPSON,ERIC,060664040,CT,Podiatry,181,3,97,53.59%
1982612958,THOMPSON,MEGAN,06511,CT,Physician Assistant,17,0,0,0%
1013043850,THOMPSON,JENNIFER,065183691,CT,Gastroenterology,316,0,0,0%
1003996273,THOMPSON,SUZANNE,067906679,CT,Nurse Practitioner,22,0,0,0%
1558529255,THOMPSON,KATHRYN,06484,CT,Physician Assistant,72,0,0,0%
1578590691,THOMPSON,PAUL,06102,CT,Cardiology,986,0,0,0%
1518911387,THOMPSON,LAURA,065191233,CT,Nurse Practitioner,741,0,0,0%
1477546455,THOMPSON,DAVID,063572340,CT,Internal Medicine,8962,7,257,2.87%
1689601627,THOMPSON,CRAIG,065103206,CT,Cardiology,132,0,0,0%
1770831067,THOMPSON,ELLEN,067021418,CT,Nurse Practitioner,1190,3,66,5.55%
1194987883,THOMS,RICHARD,06340,CT,Orthopedic Surgery,851,3,226,26.56%
1659344174,THOMSEN,KATHERINE,061091278,CT,Nurse Practitioner,132,0,0,0%
1043233240,THOMSEN,JEFFREY,061094352,CT,Dentist,130,0,0,0%
1194791558,THOMSON,JEFFREY,061063322,CT,Orthopaedic Surgery,16,0,0,0%
1437133410,THOMSON,JAMES,065191369,CT,Plastic and Reconstructive Surgery,41,0,0,0%
1689628778,THOREVSKA,NATALYA,061065501,CT,Pulmonary Disease,551,0,0,0%
1043571144,THORNE,JEFFREY,060301921,CT,Student in an Organized Health Care Education/Training Program,14,0,0,0%
1558441378,THORNQUIST,STEVEN,066111376,CT,Ophthalmology,154,0,0,0%
1750351995,THORNTON,SCOTT,068246016,CT,General Surgery,131,0,0,0%
1225045909,THORSEN,ROBERT,06489,CT,Neurology,845,2,22,2.6%
1619282647,THRAMANN,WILLIAM,061192110,CT,Internal Medicine,2837,6,222,7.83%
1700062239,THRASHER,MARIE,069061439,CT,Nurse Practitioner,23,0,0,0%
1427327071,THREAT,VONETTA,066157172,CT,Nurse Practitioner,347,1,12,3.46%
1629259932,THUMAR,JAYKUMAR,061051770,CT,Hematology/Oncology,1276,6,132,10.34%
1952500167,THUMMA,SUDEEP,061051208,CT,Internal Medicine,95,0,0,0%
1144209560,THURBER,STEPHENIE,060422086,CT,Family Practice,339,0,0,0%
1396915153,THURSTON,KRISTY,061065501,CT,Colorectal Surgery (formerly proctology),19,0,0,0%
1689760910,TIAGO,CRISTINA,066114816,CT,Nurse Practitioner,1732,1,13,0.75%
1356550651,TIANO,JOSEPH,069055572,CT,Cardiology,638,0,0,0%
1174676837,TIBERI,THOMAS,066064215,CT,Dentist,86,0,0,0%
1598908428,TICHY,MICHAEL,064182534,CT,Dentist,28,0,0,0%
1699851568,TICHY,EILEEN,065191717,CT,Physician Assistant,13,0,0,0%
1750338414,TICHY,KURT,066141300,CT,Optometry,40,0,0,0%
1740363779,TICKEY,GARY,063601502,CT,Emergency Medicine,87,0,0,0%
1588869424,TICKOO,SUMIT,068106099,CT,Cardiology,683,0,0,0%
1407970254,TIE,KAREN,068803800,CT,Psychiatry & Neurology,80,0,0,0%
1477592301,TIEDEMANN,DAWN,06451,CT,Nurse Practitioner,325,3,41,12.62%
1871854018,TIERNEY,CHRISTINE,068072600,CT,Dentist,17,0,0,0%
1174526784,TIERNEY,KATHRYN,060522016,CT,Nurse Practitioner,4449,0,0,0%
1831258656,TIETJEN,PATRICIA,068106099,CT,Internal Medicine,106,0,0,0%
1679578462,TIFFORD,CRAIG,069022608,CT,Orthopedic Surgery,52,1,18,34.62%
1932435195,TIGADI,SUPRIYA MARUTI,061065501,CT,Internal Medicine,303,0,0,0%
1750721361,TIGHE,DANIEL,060302015,CT,Student in an Organized Health Care Education/Training Program,66,0,0,0%
1184765844,TIGHE,MAE,065102715,CT,Gastroenterology,1363,0,0,0%
1538397492,TIJERINO,DAVID,060300001,CT,Student in an Organized Health Care Education/Training Program,32,0,0,0%
1982649836,TIKHOMIROV,VADIM,068106148,CT,Family Practice,7434,6,173,2.33%
1689631467,TIKHOMIROVA,SVETLANA,068107863,CT,Internal Medicine,4555,4,71,1.56%
1063595080,TILDEN,FRED,064512101,CT,Emergency Medicine,65,0,0,0%
1497774384,TILLMAN,JAY,06019,CT,Psychiatry,18,0,0,0%
1326014630,TILLMAN,ELIZABETH,060522016,CT,Internal Medicine,1125,0,0,0%
1326488347,TILLMAN,ABIGAIL,064573649,CT,Student in an Organized Health Care Education/Training Program,42,0,0,0%
1619265741,TIMBOL,HEIDI MAE,065103220,CT,Student in an Organized Health Care Education/Training Program,501,0,0,0%
1659352946,TIMKO,BRIAN,06790,CT,Internal Medicine,477,0,0,0%
1881610970,TIMMERMAN,ANNE,06355,CT,Internal Medicine,2396,3,71,2.96%
1811955875,TIMMS,BRIAN,061094362,CT,Internal Medicine,3934,8,258,6.56%
1235114794,TINETTI,MARY,065191304,CT,Geriatric Medicine,81,0,0,0%
1427075381,TINGEY,IAN,060321925,CT,Oral Surgery (dentists only),172,2,55,31.98%
